clean_text,category
6000 per monthisnt copying from modianyways sure pheku express gandhi family doesnt even know how the money will brought into the schemechunavi jumla,1
the announcement nyay scheme rahul similar jumla like narendra modi gave gave deposit lac each account namo has idea about black money and raga has idea about poverty ,-1
mrsminister year old muslim was killed mob modi bhakts sonbhadraup what pakistan seeks report from india this very disgusting shameless and thick skinned fellows,-1
how much did you guys pay per person arrange this crowed this might modi’ visit,1
nothing wrong anything modi zee does can start selling sabzi samosa from tomorrow kaam toh amit shah sambhal lenge,-1
bcos pakistanis will vote for cong,0
you your family have been looting all modi all are chowkidar see extract back from you all,0
"lolzzz loved the sentence directly their account are actually praising modi there
anyway please share your calculations and the analysis just want see within what time frame thinking making india bankrupt ",1
spooked the candidature antinational loudmouth leader and modis minister giriraj singh has refused contest from bihars begusarai ,0
atleast not selling the dreams which cant fulfilled modi not promising lies like fraud masters from italy shame sumanth raman dare ask dear raul vinci about the scams his family did,-1
modi failed provide national leadership stamping out crimes against women weaker section this will stop change coming ,-1
very tough narendra modi legend player politics but please dont discuss about politics for already month every tension ind pak because politics thats ,-1
ोी ी ा ॉ ै जनता े ैो े ीों ो ू ौीा ा ै े ू will the modi govt now save every defaulting crony capitalist out public funds this the new ‘modi model’ siphoning public funds ,1
should resign and what feels his priorities,0
modi has confidence integrity why not even one press confer yes why can’ debate cause ’ fraud character modi has character left wife stole mothers jewels ran away from home promised jobs lacs black  ,-1
dada you are greatdont mine all bjp candidate winer lok sabha election 2019 phir modi sarkar,0
sorry rahulbhaya looks like the bjp taking this time dony sad you may never become the india perhaps your sister 2024 things dont look good for modi though with the sword damocles hanging over him look out for jaitley and rajnath singh,-1
"bro you still dont have answer for any the abuses hurled modi congress the moment question about rahul you come back with abusive language
ofcourse that precisely what can expect from people like you who support ",1
